"product_code";"customer_code";"market_code";"order_date";"sales_qty";"sales_amount";"currency"
"Prod004";"Cus007";"Mark004";"2018-02-23";1;167.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-08-03";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-08-24";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-09-21";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-09-28";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-11-09";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-11-16";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-12-07";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-12-14";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-01-25";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-01";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-08";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-15";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-22";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-01";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-08";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-15";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-22";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-29";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-05";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-12";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-23";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-29";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-06";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-10";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-17";1;1102.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-03";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-07";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-17";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-24";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-28";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-05";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-12";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-19";1;944.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-26";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-02";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-09";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-16";1;1259.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-02";2;1574.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-03";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-06";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-13";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-20";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-23";200;66111.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-27";2;1884.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-10-07";1;944.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-10-28";7;2574.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-11-08";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-11-15";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-11-22";1;944.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-11-29";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-12-06";1;1259.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-12-13";4;3773.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-12-20";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-01-09";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-01-10";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-01-17";2;2042.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-02-07";1;417.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-02-14";1;310.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-02-28";1;208.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-03-06";1;620.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-03-13";1;620.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-04-03";1;829.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-04-14";4;2694.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-04-20";1;102.0;"INR"
"Prod005";"Cus007";"Mark004";"2020-05-15";2;528.0;"INR"
"Prod006";"Cus005";"Mark004";"2017-10-24";1;380.0;"INR"
"Prod006";"Cus007";"Mark004";"2017-10-25";1;560.0;"INR"
"Prod006";"Cus007";"Mark004";"2017-10-30";1;560.0;"INR"
"Prod006";"Cus007";"Mark004";"2017-11-27";1;1116.0;"INR"
"Prod006";"Cus008";"Mark005";"2017-12-11";1;657.0;"INR"
"Prod006";"Cus007";"Mark004";"2017-12-12";1;560.0;"INR"
"Prod006";"Cus008";"Mark005";"2017-12-19";1;657.0;"INR"
"Prod006";"Cus007";"Mark004";"2018-02-12";1;560.0;"INR"
"Prod007";"Cus007";"Mark004";"2018-10-19";11;6218.0;"INR"
"Prod008";"Cus007";"Mark004";"2017-11-20";7;2426.0;"INR"
"Prod008";"Cus007";"Mark004";"2017-11-24";33;15278.0;"INR"
"Prod009";"Cus009";"Mark002";"2018-11-14";3;3032.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-05-22";2;3194.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-05-23";1;912.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-05-28";1;1824.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-05-29";1;458.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-05-31";3;4444.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-03";1;458.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-04";1;458.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-05";1;1824.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-06-05";2;2667.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-06";14;19171.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-07";1;458.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-11";1;458.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-12";1;458.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-14";1;1370.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-06-14";2;2667.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-06-17";1;1333.0;"INR"
"Prod009";"Cus011";"Mark003";"2019-06-18";1;597.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-06-18";7;8889.0;"INR"
"Prod009";"Cus003";"Mark003";"2019-06-19";1;1778.0;"INR"
"Prod009";"Cus010";"Mark003";"2019-06-28";7;9130.0;"INR"
"Prod010";"Cus011";"Mark003";"2018-04-23";1;602.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-05-03";2;3227.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-04";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-07";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-09";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-11";1;449.0;"INR"
"Prod010";"Cus013";"Mark003";"2018-05-11";7;9880.0;"INR"
"Prod010";"Cus011";"Mark003";"2018-05-16";1;301.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-05-16";6;7954.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-05-17";1;2153.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-05-17";4;5306.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-18";1;1801.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-23";2;2699.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-05-24";1;1616.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-25";2;2245.0;"INR"
"Prod010";"Cus015";"Mark006";"2018-05-26";1;0.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-05-28";1;903.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-05-29";4;5306.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-05-30";3;3778.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-05-31";1;537.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-05-31";1;1417.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-05-31";4;5306.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-06-01";1;472.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-01";3;4051.0;"INR"
"Prod010";"Cus013";"Mark003";"2018-06-01";10;14815.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-06";3;4495.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-06-07";2;2690.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-06-07";1;1417.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-08";1;449.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-06-08";18;23866.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-11";1;898.0;"INR"
"Prod010";"Cus013";"Mark003";"2018-06-11";3;4940.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-13";1;449.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-06-14";1;2153.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-06-14";1;472.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-14";1;449.0;"INR"
"Prod010";"Cus014";"Mark003";"2018-06-14";4;5306.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-15";3;3602.0;"INR"
"Prod010";"Cus011";"Mark003";"2018-06-18";4;3583.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-06-18";4;4954.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-06-21";1;1889.0;"INR"
"Prod010";"Cus010";"Mark003";"2018-07-18";1;472.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-07-18";1;1352.0;"INR"
"Prod010";"Cus012";"Mark003";"2018-07-19";1;1616.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-07-19";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-07-23";1;1801.0;"INR"
"Prod010";"Cus003";"Mark003";"2018-07-30";1;1801.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-01-25";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-02-04";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-02-20";1;449.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-03-13";1;444.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-03-28";1;444.0;"INR"
"Prod010";"Cus003";"Mark003";"2019-04-30";1;0.0;"INR"
"Prod011";"Cus016";"Mark002";"2017-10-06";1;505.0;"INR"
"Prod011";"Cus016";"Mark002";"2017-10-13";1;1514.0;"INR"
"Prod011";"Cus016";"Mark002";"2017-10-20";1;2023.0;"INR"
"Prod011";"Cus016";"Mark002";"2017-10-27";25;37889.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-02-08";1;593.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-02-16";1;597.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-02-26";1;2389.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-03-01";1;593.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-03-02";1;1194.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-03-05";8;13736.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-03-12";1;1194.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-04-03";1;597.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-04-09";1;597.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-04-13";1;597.0;"INR"
"Prod011";"Cus017";"Mark007";"2018-04-24";17;17472.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-04-26";2;2986.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-04-27";2;2986.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-05-07";1;597.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-05-14";1;1194.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-05-18";1;796.0;"INR"
"Prod011";"Cus017";"Mark007";"2018-05-31";26;26722.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-11";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-13";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-14";1;3185.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-18";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-22";1;2389.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-06-29";1;3185.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-07-09";2;5574.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-07-13";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-07-20";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-07-27";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-08-03";1;1593.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-10-12";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-10-17";1;4759.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-10-25";1;1190.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-10-26";1;1190.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-10-31";3;4106.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-11-05";2;5949.0;"INR"
"Prod011";"Cus007";"Mark004";"2018-11-06";2;5949.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-12-07";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-12-14";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2018-12-21";1;514.0;"INR"
"Prod011";"Cus018";"Mark002";"2018-12-28";1;0.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-01-28";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-02-01";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-02-08";1;1028.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-02-15";1;2056.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-02-22";1;796.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-02-22";1;1542.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-03-01";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-03-08";1;1028.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-04-12";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-06-03";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-06-17";1;1593.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-06-24";1;796.0;"INR"
"Prod011";"Cus011";"Mark003";"2019-07-15";1;611.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-08-16";1;1028.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-09-27";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-10-04";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-10-18";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-10-21";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-10-25";1;796.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-11-01";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-11-04";1;796.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-11-08";1;1593.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-11-08";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-11-15";1;3185.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-11-15";1;514.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-11-18";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-12-06";2;4778.0;"INR"
"Prod011";"Cus016";"Mark002";"2019-12-06";1;514.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-12-13";4;10352.0;"INR"
"Prod011";"Cus007";"Mark004";"2019-12-20";1;796.0;"INR"
"Prod011";"Cus016";"Mark002";"2020-06-12";1;1028.0;"INR"
"Prod011";"Cus016";"Mark002";"2020-06-16";1;514.0;"INR"
"Prod012";"Cus019";"Mark002";"2018-06-05";33;29648.0;"INR"
"Prod013";"Cus001";"Mark001";"2017-10-10";240;143560.0;"INR"
"Prod013";"Cus005";"Mark004";"2017-10-11";7;6204.0;"INR"
"Prod013";"Cus007";"Mark004";"2017-10-16";1;495.0;"INR"
"Prod013";"Cus006";"Mark004";"2017-10-23";20;25130.0;"INR"
"Prod013";"Cus007";"Mark004";"2017-10-25";1;986.0;"INR"
"Prod013";"Cus020";"Mark004";"2017-11-02";13;23898.0;"INR"
"Prod013";"Cus005";"Mark004";"2017-11-03";1;296.0;"INR"
"Prod013";"Cus006";"Mark004";"2017-11-08";1;356.0;"INR"
"Prod001";"Cus001";"Mark001";"2017-10-10";100;41241.0;"INR"
"Prod001";"Cus002";"Mark002";"2018-05-08";3;-1.0;"INR"
"Prod002";"Cus003";"Mark003";"2018-04-06";1;875.0;"INR"
"Prod002";"Cus003";"Mark003";"2018-04-11";1;583.0;"INR"
"Prod002";"Cus004";"Mark003";"2018-06-18";6;7176.0;"INR"
"Prod003";"Cus005";"Mark004";"2017-11-23";39;21412.0;"INR"
"Prod003";"Cus005";"Mark004";"2017-11-27";35;19213.0;"INR"
"Prod003";"Cus005";"Mark004";"2017-11-28";310;170185.0;"INR"
"Prod003";"Cus005";"Mark004";"2017-11-29";184;101194.0;"INR"
"Prod003";"Cus005";"Mark004";"2017-11-30";35;19213.0;"INR"
"Prod004";"Cus005";"Mark004";"2017-11-29";17;9426.0;"INR"
"Prod004";"Cus005";"Mark004";"2017-12-19";1;218.0;"INR"
"Prod005";"Cus005";"Mark004";"2018-08-07";5;3093.0;"INR"
"Prod003";"Cus006";"Mark004";"2017-12-04";58;30306.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-06-29";38;52319.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-07-02";93;126296.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-07-03";79;107500.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-07-04";1;273.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-07-06";3;3574.0;"INR"
"Prod005";"Cus006";"Mark004";"2018-07-13";1;273.0;"INR"
"Prod005";"Cus006";"Mark004";"2019-06-07";20;23403.0;"INR"
"Prod005";"Cus006";"Mark004";"2019-07-29";81;76329.0;"INR"
"Prod005";"Cus006";"Mark004";"2019-08-01";5;4542.0;"INR"
"Prod005";"Cus006";"Mark004";"2019-09-19";18;16579.0;"INR"
"Prod005";"Cus006";"Mark004";"2019-09-27";90;105301.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-10-09";1;185.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-10-13";1;556.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-10-27";1;551.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-03";1;167.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-06";1;333.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-10";1;500.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-16";1;333.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-17";1;333.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-11-27";1;500.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-04";1;833.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-08";1;167.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-11";1;833.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-18";1;1000.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-27";2;1833.0;"INR"
"Prod004";"Cus007";"Mark004";"2017-12-28";1;167.0;"INR"
"Prod004";"Cus007";"Mark004";"2018-01-05";1;167.0;"INR"
"Prod004";"Cus007";"Mark004";"2018-01-08";1;833.0;"INR"
"Prod004";"Cus007";"Mark004";"2018-01-22";1;167.0;"INR"
"Prod004";"Cus007";"Mark004";"2018-02-21";26;10657.0;"INR"
"Prod004";"Cus007";"Mark004";"2018-02-23";1;167.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-08-03";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-08-24";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-09-21";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-09-28";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-11-09";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-11-16";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-12-07";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2018-12-14";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-01-25";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-01";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-08";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-15";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-02-22";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-01";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-08";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-15";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-22";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-03-29";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-05";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-12";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-23";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-04-29";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-06";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-10";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-05-17";1;1102.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-03";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-07";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-17";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-24";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-06-28";1;315.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-05";1;472.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-12";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-19";1;944.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-07-26";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-02";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-09";1;787.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-08-16";1;1259.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-02";2;1574.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-03";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-06";1;157.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-13";2;1417.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-20";1;630.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-23";200;66111.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-09-27";2;1884.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-10-07";1;944.0;"INR"
"Prod005";"Cus007";"Mark004";"2019-10-28";7;2574.0;"INR"
